Sample,Timestamp,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term
298,298.04,532.19,532.29,0.10,48.7,2.9,-56.1,1.9,100.0,-0.0
299,299.10,534.75,534.93,0.17,56.1,5.1,-55.9,1.9,105.0,-0.0
300,300.06,537.17,537.34,0.17,47.7,5.1,-55.8,0.0,98.3,-0.0
301,301.12,539.77,539.98,0.21,53.1,6.2,-55.5,-0.9,103.3,-0.0
302,302.08,542.18,542.40,0.22,48.7,6.6,-55.3,-0.9,98.3,-0.0
303,303.05,544.57,544.81,0.24,61.1,7.3,-55.1,3.8,105.0,-0.0
304,304.10,547.22,547.44,0.22,54.8,6.6,-54.9,4.7,98.3,-0.0
305,305.08,549.76,549.89,0.13,41.1,4.0,-54.7,-6.6,98.3,-0.0
306,306.05,552.20,552.31,0.11,47.6,3.3,-54.5,-2.8,101.7,-0.0
307,307.11,554.96,554.96,0.00,42.7,0.0,-54.5,-2.8,100.0,-0.0
308,308.08,557.45,557.39,-0.06,44.9,-1.8,-54.5,-3.8,105.0,-0.0
309,309.06,559.96,559.84,-0.12,40.8,-3.7,-54.6,-0.9,100.0,-0.0
310,310.11,562.71,562.47,-0.23,33.5,-7.0,-54.8,-4.7,100.0,-0.0
311,311.09,565.15,564.92,-0.23,35.4,-7.0,-55.1,-0.9,98.3,-0.0
312,312.06,567.61,567.35,-0.27,41.6,-8.1,-55.3,0.0,105.0,-0.0
313,313.04,570.07,569.79,-0.28,37.7,-8.4,-55.6,0.0,101.7,-0.0
314,314.09,572.69,572.42,-0.27,37.9,-8.1,-55.9,1.9,100.0,-0.0
315,315.07,575.07,574.86,-0.21,35.1,-6.2,-56.1,-0.9,98.3,-0.0
316,316.04,577.47,577.29,-0.17,45.0,-5.1,-56.3,4.7,101.7,-0.0
317,317.11,580.04,579.95,-0.09,53.1,-2.6,-56.4,3.8,108.3,-0.0
318,318.08,582.45,582.38,-0.06,44.5,-1.8,-56.5,2.8,100.0,-0.0
319,319.06,584.90,584.83,-0.07,46.2,-2.2,-56.6,0.0,105.0,-0.0
320,320.11,587.45,587.45,0.00,44.6,0.0,-56.6,2.8,98.3,-0.0
321,321.09,589.93,589.91,-0.02,38.2,-0.7,-56.6,-2.8,98.3,-0.0
322,322.06,592.25,592.33,0.09,55.9,2.6,-56.6,6.6,103.3,-0.0
323,323.12,594.95,594.98,0.02,43.2,0.7,-56.5,-0.9,100.0,-0.0
324,324.09,597.44,597.41,-0.02,44.9,-0.7,-56.5,-2.8,105.0,-0.0
325,325.07,599.84,599.86,0.01,39.4,0.4,-56.5,-2.8,98.3,-0.0
326,326.04,602.28,602.29,0.01,49.1,0.4,-56.5,1.9,103.3,-0.0
327,327.10,604.97,604.93,-0.04,41.6,-1.1,-56.6,0.9,98.3,-0.0
328,328.07,607.40,607.37,-0.04,44.2,-1.1,-56.6,1.9,100.0,-0.0
329,329.05,609.84,609.81,-0.02,46.9,-0.7,-56.6,0.9,103.3,-0.0
330,330.10,612.44,612.43,-0.01,43.0,-0.4,-56.6,0.0,100.0,-0.0
331,331.08,614.86,614.88,0.02,46.9,0.7,-56.6,2.8,100.0,-0.0
332,332.05,617.25,617.31,0.06,48.1,1.8,-56.6,2.8,100.0,-0.0
333,333.11,619.91,619.96,0.05,49.0,1.5,-56.5,-0.9,105.0,-0.0
334,334.08,622.30,622.39,0.09,45.4,2.6,-56.4,0.9,98.3,-0.0
335,335.06,624.78,624.84,0.06,47.7,1.8,-56.4,-2.8,105.0,-0.0
336,336.11,627.38,627.47,0.09,44.6,2.6,-56.3,0.0,98.3,-0.0
337,337.10,629.82,629.92,0.10,44.1,2.9,-56.2,-0.9,98.3,-0.0
338,338.06,632.24,632.33,0.09,45.5,2.6,-56.1,-1.0,100.0,-0.0
339,339.11,634.90,634.97,0.06,49.2,1.8,-56.0,0.0,103.3,-0.0
340,340.08,637.37,637.39,0.02,41.2,0.7,-56.0,-1.9,98.3,-0.0
341,341.05,639.78,639.82,0.04,42.6,1.1,-55.9,-0.9,98.3,-0.0
342,342.10,642.46,642.43,-0.02,41.7,-0.7,-56.0,0.0,98.3,-0.0
343,343.07,644.91,644.85,-0.06,44.3,-1.8,-56.0,-2.9,105.0,-0.0
344,344.04,647.36,647.29,-0.07,43.6,-2.2,-56.1,1.9,100.0,-0.0
345,345.10,650.04,649.93,-0.11,36.1,-3.3,-56.2,-2.8,98.3,-0.0
346,346.06,652.43,652.34,-0.09,41.4,-2.6,-56.2,1.9,98.3,-0.0
347,347.12,655.05,654.98,-0.07,49.5,-2.2,-56.4,4.7,103.3,-0.0
348,348.09,657.50,657.40,-0.10,38.0,-2.9,-56.4,-0.9,98.3,-0.0
349,349.05,659.91,659.82,-0.09,46.8,-2.6,-56.5,1.0,105.0,-0.0
350,350.11,662.48,662.45,-0.02,41.0,-0.7,-56.6,0.0,98.3,-0.0
351,351.09,664.97,664.90,-0.06,38.0,-1.8,-56.6,-1.9,98.3,-0.0
352,352.06,667.40,667.33,-0.06,41.2,-1.8,-56.7,-1.9,101.7,-0.0
353,353.04,669.82,669.78,-0.05,46.1,-1.5,-56.7,0.9,103.3,-0.0
354,354.09,672.49,672.41,-0.07,42.2,-2.2,-56.8,-3.8,105.0,-0.0
355,355.06,674.90,674.82,-0.09,41.1,-2.6,-56.8,-2.9,103.3,-0.0
356,356.11,677.50,677.45,-0.05,46.6,-1.5,-56.9,0.0,105.0,-0.0
357,357.08,679.97,679.87,-0.10,42.5,-2.9,-57.0,-0.9,103.3,-0.0
358,358.04,682.32,682.29,-0.04,45.9,-1.1,-57.0,5.7,98.3,-0.0
359,359.09,685.05,684.90,-0.15,32.0,-4.4,-57.1,-4.8,98.3,-0.0
360,360.06,687.38,687.33,-0.05,44.9,-1.5,-57.2,1.9,101.7,-0.0
361,361.12,690.00,689.97,-0.02,43.9,-0.7,-57.2,1.9,100.0,-0.0
362,362.09,692.41,692.41,0.00,48.7,0.0,-57.2,0.9,105.0,-0.0
363,363.07,694.84,694.85,0.01,46.2,0.4,-57.2,4.7,98.3,-0.0
364,364.04,697.28,697.28,0.00,48.7,0.0,-57.2,0.9,105.0,-0.0
365,365.10,699.91,699.93,0.01,43.1,0.4,-57.2,0.0,100.0,-0.0
366,366.07,702.32,702.35,0.04,50.8,1.1,-57.2,1.9,105.0,-0.0
367,367.12,704.91,704.97,0.06,43.9,1.8,-57.2,0.9,98.3,-0.0
368,368.09,707.36,707.40,0.04,39.5,1.1,-57.1,-2.8,98.3,-0.0
369,369.07,709.80,709.85,0.05,46.8,1.5,-57.1,-0.9,103.3,-0.0
370,370.04,712.19,712.28,0.09,46.5,2.6,-57.0,0.9,100.0,-0.0
371,371.10,714.86,714.93,0.07,45.3,2.2,-56.9,0.0,100.0,-0.0
372,372.07,717.27,717.36,0.09,45.8,2.6,-56.8,0.0,100.0,-0.0
373,373.05,719.75,719.80,0.05,43.1,1.5,-56.8,0.0,98.3,-0.0
374,374.10,722.38,722.43,0.06,44.4,1.8,-56.7,0.9,98.3,-0.0
375,375.07,724.82,724.86,0.04,46.9,1.1,-56.6,-0.9,103.3,-0.0
376,376.04,727.21,727.28,0.07,43.0,2.2,-56.6,-0.9,98.3,-0.0
377,377.09,729.81,729.89,0.09,45.4,2.6,-56.5,1.0,98.3,-0.0
378,378.06,732.20,732.33,0.12,53.2,3.7,-56.3,0.9,105.0,-0.0
379,379.10,734.80,734.95,0.15,50.3,4.4,-56.2,3.8,98.3,-0.0
380,380.09,737.26,737.41,0.16,52.2,4.8,-56.1,1.9,101.7,-0.0
381,381.05,739.66,739.82,0.16,45.3,4.8,-55.9,-1.9,98.3,-0.0
382,382.10,742.26,742.45,0.18,50.0,5.5,-55.7,1.9,98.3,-0.0
383,383.09,744.75,744.90,0.15,46.2,4.4,-55.6,-0.9,98.3,-0.0
384,384.05,747.23,747.32,0.09,45.4,2.6,-55.5,0.0,98.3,-0.0
385,385.11,749.93,749.97,0.04,41.2,1.1,-55.4,-2.8,98.3,-0.0
386,386.09,752.42,752.41,-0.01,43.3,-0.4,-55.4,-0.9,100.0,-0.0
387,387.06,754.94,754.84,-0.10,38.8,-2.9,-55.5,-2.8,100.0,-0.0
388,388.12,757.63,757.48,-0.16,40.8,-4.8,-55.6,-3.8,105.0,-0.0
389,389.10,760.17,759.93,-0.24,39.0,-7.3,-55.8,-2.8,105.0,-0.0
390,390.07,762.60,762.37,-0.23,41.1,-7.0,-56.0,-0.9,105.0,-0.0
391,391.05,765.04,764.82,-0.22,44.0,-6.6,-56.3,1.9,105.0,-0.0
392,392.10,767.69,767.44,-0.24,34.5,-7.3,-56.5,0.0,98.3,-0.0
393,393.08,770.13,769.89,-0.24,30.5,-7.3,-56.8,-3.8,98.3,-0.0
394,394.05,772.47,772.31,-0.16,41.8,-4.8,-57.0,1.9,101.7,-0.0
395,395.11,775.12,774.96,-0.16,35.5,-4.8,-57.1,-0.9,98.3,-0.0
396,396.08,777.48,777.39,-0.09,47.1,-2.6,-57.2,1.9,105.0,-0.0
397,397.04,779.85,779.80,-0.05,44.1,-1.5,-57.3,2.9,100.0,-0.0
398,398.10,782.48,782.45,-0.04,45.8,-1.1,-57.3,0.9,103.3,-0.0
399,399.09,784.90,784.90,0.00,50.2,0.0,-57.3,0.9,106.7,-0.0
400,400.05,787.34,787.32,-0.02,44.1,-0.7,-57.3,-2.8,105.0,-0.0
401,401.12,789.93,789.97,0.04,42.1,1.1,-57.3,0.0,98.3,-0.0
402,402.08,792.37,792.39,0.02,45.3,0.7,-57.3,1.9,100.0,-0.0
403,403.06,794.86,794.84,-0.02,38.4,-0.7,-57.3,-1.9,98.3,-0.0
404,404.11,797.50,797.47,-0.02,44.1,-0.7,-57.3,-2.8,105.0,-0.0
405,405.10,800.00,799.92,-0.09,37.8,-2.6,-57.4,-5.7,103.3,-0.0
406,406.06,802.39,802.33,-0.06,44.5,-1.8,-57.4,3.8,100.0,-0.0
407,407.11,805.03,804.97,-0.06,45.7,-1.8,-57.5,0.0,105.0,-0.0
408,408.08,807.46,807.40,-0.06,38.9,-1.8,-57.6,0.0,98.3,-0.0
409,409.06,809.84,809.83,-0.01,45.8,-0.4,-57.6,3.8,100.0,-0.0
410,410.12,812.45,812.48,0.02,50.2,0.7,-57.6,3.7,103.3,-0.0
411,411.12,814.89,814.99,0.10,56.4,2.9,-57.6,2.7,108.3,-0.0
412,412.09,817.32,817.40,0.09,46.2,2.6,-57.5,2.8,98.3,-0.0
413,413.07,819.71,819.86,0.15,57.8,4.4,-57.4,7.5,103.3,-0.0
414,414.04,822.14,822.28,0.13,47.9,4.0,-57.2,2.8,98.3,-0.0
415,415.08,824.74,824.89,0.15,47.5,4.4,-57.1,1.9,98.3,-0.0
416,416.05,827.16,827.31,0.15,48.9,4.4,-56.9,-1.9,103.3,-0.0
417,417.11,829.86,829.95,0.10,37.9,2.9,-56.8,-6.6,98.3,-0.0
418,418.08,832.28,832.39,0.11,47.9,3.3,-56.6,-3.8,105.0,-0.0
419,419.06,834.74,834.83,0.09,40.6,2.6,-56.5,-3.8,98.3,-0.0
420,420.11,837.41,837.45,0.04,40.2,1.1,-56.4,-2.8,98.3,-0.0
421,421.09,839.90,839.90,0.00,36.2,0.0,-56.4,-5.7,98.3,-0.0
422,422.06,842.32,842.33,0.01,45.9,0.4,-56.4,1.9,100.0,-0.0
423,423.12,845.00,844.97,-0.02,41.2,-0.7,-56.4,0.0,98.3,-0.0
424,424.09,847.44,847.41,-0.02,43.1,-0.7,-56.4,1.9,98.3,-0.0
425,425.06,849.85,849.83,-0.02,43.1,-0.7,-56.5,1.9,98.3,-0.0
426,426.11,852.50,852.47,-0.02,44.6,-0.7,-56.5,1.9,100.0,-0.0
427,427.10,854.98,854.92,-0.06,40.7,-1.8,-56.6,-0.9,100.0,-0.0
428,428.06,857.39,857.33,-0.05,44.8,-1.5,-56.6,2.8,100.0,-0.0
429,429.12,860.06,859.98,-0.09,42.0,-2.6,-56.7,-3.8,105.0,-0.0
430,430.09,862.41,862.41,0.00,47.0,0.0,-56.8,3.8,100.0,-0.0
431,431.06,864.86,864.84,-0.02,38.9,-0.7,-56.8,-1.9,98.3,-0.0
432,432.04,867.31,867.28,-0.02,49.3,-0.7,-56.8,1.9,105.0,-0.0
433,433.10,869.95,869.94,-0.01,52.2,-0.4,-56.8,2.8,106.7,-0.0
434,434.07,872.41,872.37,-0.05,43.3,-1.5,-56.9,0.0,101.7,-0.0
435,435.05,874.84,874.81,-0.02,48.5,-0.7,-56.9,2.8,103.3,-0.0
436,436.10,877.48,877.44,-0.04,49.0,-1.1,-57.0,3.8,103.3,-0.0
437,437.07,879.93,879.86,-0.07,38.6,-2.2,-57.1,-3.8,101.7,-0.0
438,438.04,882.30,882.28,-0.02,45.2,-0.7,-57.1,4.7,98.3,-0.0
439,439.08,884.94,884.89,-0.05,39.7,-1.5,-57.1,0.0,98.3,-0.0
440,440.05,887.34,887.31,-0.02,47.3,-0.7,-57.2,1.9,103.3,-0.0
441,441.11,889.97,889.96,-0.01,45.5,-0.4,-57.2,4.7,98.3,-0.0
442,442.08,892.40,892.39,0.00,49.7,0.0,-57.2,1.9,105.0,-0.0
443,443.05,894.79,894.80,0.01,50.2,0.4,-57.2,3.8,103.3,-0.0
444,444.10,897.41,897.43,0.02,49.4,0.7,-57.2,0.9,105.0,-0.0
445,445.07,899.87,899.85,-0.02,43.5,-0.7,-57.2,-1.9,103.3,-0.0
446,446.12,902.44,902.48,0.04,51.7,1.1,-57.2,2.8,105.0,-0.0
447,447.08,904.83,904.88,0.05,46.4,1.5,-57.2,3.8,98.3,-0.0
448,448.05,907.28,907.31,0.02,46.9,0.7,-57.2,0.0,103.3,-0.0
449,449.11,909.90,909.95,0.05,40.8,1.5,-57.1,-1.9,98.3,-0.0
450,450.08,912.23,912.38,0.15,55.2,4.4,-57.0,2.8,105.0,-0.0
451,451.05,914.69,914.82,0.13,46.2,4.0,-56.9,-0.9,100.0,-0.0
452,452.11,917.30,917.45,0.15,46.9,4.4,-56.8,0.9,98.3,-0.0
453,453.09,919.73,919.90,0.17,48.8,5.1,-56.6,1.9,98.3,-0.0
454,454.05,922.13,922.33,0.20,47.8,5.9,-56.4,0.0,98.3,-0.0
455,455.12,924.76,924.97,0.22,51.4,6.6,-56.2,0.9,100.0,-0.0
456,456.09,927.19,927.41,0.22,51.6,6.6,-56.0,0.9,100.0,-0.0
457,457.05,929.59,929.82,0.23,51.4,7.0,-55.8,1.9,98.3,-0.0
458,458.11,932.28,932.47,0.20,48.5,5.9,-55.5,-1.9,100.0,-0.0
459,459.09,934.75,934.92,0.16,43.1,4.8,-55.3,-4.7,98.3,-0.0
460,460.06,937.15,937.34,0.20,49.8,5.9,-55.1,-0.9,100.0,-0.0
461,461.12,939.81,939.98,0.17,58.0,5.1,-54.9,2.8,105.0,-0.0
462,462.09,942.25,942.41,0.16,48.3,4.8,-54.8,0.0,98.3,-0.0
463,463.07,944.76,944.86,0.10,52.3,2.9,-54.7,-0.9,105.0,-0.0
464,464.04,947.27,947.29,0.02,40.6,0.7,-54.7,-3.8,98.3,-0.0
465,465.10,949.98,949.94,-0.04,38.8,-1.1,-54.7,-3.8,98.3,-0.0
466,466.08,952.48,952.39,-0.10,37.7,-2.9,-54.7,-4.7,100.0,-0.0
467,467.05,954.94,954.80,-0.15,36.2,-4.4,-54.9,-2.9,98.3,-0.0
468,468.10,957.64,957.43,-0.21,38.3,-6.2,-55.1,-3.8,103.3,-0.0
469,469.07,960.11,959.85,-0.26,36.6,-7.7,-55.3,-3.8,103.3,-0.0
470,470.12,962.79,962.48,-0.31,40.2,-9.2,-55.6,0.0,105.0,-0.0
471,471.08,965.22,964.89,-0.33,30.6,-9.9,-55.9,-1.9,98.3,-0.0
472,472.05,967.61,967.31,-0.31,38.9,-9.2,-56.2,0.9,103.3,-0.0
473,473.11,970.23,969.96,-0.27,35.6,-8.1,-56.5,1.9,98.3,-0.0
474,474.08,972.66,972.39,-0.27,41.1,-8.1,-56.8,0.9,105.0,-0.0
475,475.06,974.99,974.83,-0.16,44.8,-4.8,-57.0,6.6,100.0,-0.0
476,476.11,977.61,977.46,-0.15,40.5,-4.4,-57.2,3.8,98.3,-0.0
477,477.09,980.03,979.91,-0.12,37.2,-3.7,-57.3,-1.9,100.0,-0.0
478,478.06,982.34,982.34,0.00,48.3,0.0,-57.3,5.6,100.0,-0.0
479,479.04,984.81,984.79,-0.02,41.2,-0.7,-57.4,0.9,98.3,-0.0
480,480.09,987.40,987.42,0.01,43.2,0.4,-57.4,1.9,98.3,-0.0
481,481.07,989.90,989.86,-0.05,38.5,-1.5,-57.4,-0.9,98.3,-0.0
482,482.04,992.33,992.28,-0.05,35.4,-1.5,-57.4,-5.7,100.0,-0.0
483,483.10,994.97,994.94,-0.04,44.6,-1.1,-57.4,-1.9,105.0,-0.0
484,484.07,997.39,997.37,-0.02,43.0,-0.7,-57.5,2.8,98.3,-0.0
485,485.05,999.87,999.82,-0.05,47.9,-1.5,-57.5,1.9,105.0,-0.0
486,486.11,1002.49,1002.45,-0.04,40.6,-1.1,-57.6,0.9,98.3,-0.0
487,487.09,1004.94,1004.90,-0.05,41.1,-1.5,-57.6,1.9,98.3,-0.0
488,488.05,1007.36,1007.32,-0.04,43.8,-1.1,-57.7,0.9,101.7,-0.0
489,489.11,1010.01,1009.97,-0.05,35.4,-1.5,-57.7,-3.8,98.3,-0.0
490,490.09,1012.38,1012.40,0.02,51.8,0.7,-57.8,3.8,105.0,-0.0
491,491.06,1014.82,1014.85,0.02,46.8,0.7,-57.7,3.8,100.0,-0.0
492,492.04,1017.24,1017.28,0.05,50.7,1.5,-57.7,1.9,105.0,-0.0
493,493.09,1019.84,1019.90,0.06,48.5,1.8,-57.6,0.9,103.3,-0.0
494,494.05,1022.18,1022.31,0.13,53.1,4.0,-57.6,6.6,100.0,-0.0
495,495.11,1024.80,1024.95,0.15,51.3,4.4,-57.4,0.9,103.3,-0.0
496,496.08,1027.22,1027.39,0.17,52.9,5.1,-57.2,0.0,105.0,-0.0
497,497.05,1029.59,1029.80,0.21,49.4,6.2,-57.1,1.9,98.3,-0.0
498,498.10,1032.21,1032.43,0.21,47.7,6.2,-56.8,0.0,98.3,-0.0
499,499.07,1034.58,1034.85,0.27,54.3,8.1,-56.6,2.8,100.0,-0.0
500,500.04,1037.05,1037.28,0.23,55.6,7.0,-56.4,0.0,105.0,-0.0
501,501.10,1039.72,1039.93,0.21,43.7,6.2,-56.1,-4.7,98.3,-0.0
502,502.07,1042.19,1042.35,0.16,51.0,4.8,-55.9,-2.8,105.0,-0.0
503,503.04,1044.68,1044.80,0.12,47.5,3.7,-55.8,-3.7,103.3,-0.0
504,504.09,1047.29,1047.42,0.13,49.5,4.0,-55.7,2.8,98.3,-0.0
505,505.07,1049.83,1049.87,0.04,41.9,1.1,-55.6,-1.9,98.3,-0.0
506,506.04,1052.28,1052.30,0.01,44.8,0.4,-55.6,0.0,100.0,-0.0
507,507.11,1055.00,1054.95,-0.05,45.1,-1.5,-55.6,-2.8,105.0,-0.0
508,508.08,1057.46,1057.39,-0.07,41.4,-2.2,-55.7,0.9,98.3,-0.0
509,509.06,1059.91,1059.83,-0.09,46.7,-2.6,-55.8,0.0,105.0,-0.0
510,510.11,1062.54,1062.46,-0.07,41.2,-2.2,-55.9,0.9,98.3,-0.0
511,511.09,1064.99,1064.91,-0.09,40.8,-2.6,-56.0,0.9,98.3,-0.0
512,512.06,1067.44,1067.34,-0.11,40.4,-3.3,-56.0,-1.9,101.7,-0.0
513,513.04,1069.86,1069.79,-0.07,43.2,-2.2,-56.1,-1.9,103.3,-0.0
514,514.09,1072.47,1072.42,-0.05,49.2,-1.5,-56.2,1.9,105.0,-0.0
515,515.06,1074.84,1074.84,0.00,47.4,0.0,-56.2,1.9,101.7,-0.0
516,516.11,1077.51,1077.47,-0.05,46.4,-1.5,-56.2,-0.9,105.0,-0.0
517,517.08,1079.88,1079.88,0.00,39.2,0.0,-56.2,-2.9,98.3,-0.0
518,518.04,1082.30,1082.30,0.00,41.9,0.0,-56.2,-1.9,100.0,-0.0
519,519.10,1084.89,1084.92,0.04,42.3,1.1,-56.2,-0.9,98.3,-0.0
520,520.06,1087.35,1087.33,-0.02,41.2,-0.7,-56.2,-1.9,100.0,-0.0
521,521.12,1089.95,1089.97,0.01,49.4,0.4,-56.2,1.9,103.3,-0.0
522,522.08,1092.37,1092.39,0.02,42.9,0.7,-56.2,0.0,98.3,-0.0
523,523.05,1094.70,1094.81,0.11,58.8,3.3,-56.1,6.7,105.0,-0.0
524,524.10,1097.36,1097.44,0.07,45.2,2.2,-56.0,-0.9,100.0,-0.0
525,525.08,1099.82,1099.89,0.07,46.4,2.2,-56.0,1.9,98.3,-0.0
526,526.05,1102.23,1102.31,0.07,53.4,2.2,-55.9,3.8,103.3,-0.0
527,527.11,1104.90,1104.96,0.06,42.4,1.8,-55.8,-1.9,98.3,-0.0
528,528.08,1107.26,1107.39,0.12,61.3,3.7,-55.8,8.5,105.0,-0.0
529,529.04,1109.69,1109.79,0.10,47.5,2.9,-55.7,1.9,98.3,-0.0
530,530.09,1112.35,1112.42,0.06,53.1,1.8,-55.6,1.9,105.0,-0.0
531,531.06,1114.73,1114.84,0.10,51.7,2.9,-55.5,0.9,103.3,-0.0
532,532.11,1117.36,1117.47,0.11,55.9,3.3,-55.4,4.7,103.3,-0.0
533,533.08,1119.76,1119.88,0.11,48.2,3.3,-55.3,1.9,98.3,-0.0
534,534.05,1122.18,1122.30,0.12,51.0,3.7,-55.2,0.9,101.7,-0.0
535,535.11,1124.79,1124.95,0.16,50.6,4.8,-55.1,0.9,100.0,-0.0
536,536.08,1127.22,1127.38,0.16,54.8,4.8,-54.9,0.0,105.0,-0.0
537,537.04,1129.63,1129.79,0.16,51.1,4.8,-54.8,2.9,98.3,-0.0
538,538.09,1132.21,1132.42,0.21,54.4,6.2,-54.6,2.8,100.0,-0.0
539,539.07,1134.69,1134.86,0.16,48.4,4.8,-54.4,-1.9,100.0,-0.0
540,540.04,1137.07,1137.29,0.22,55.5,6.6,-54.2,-1.9,105.0,-0.0
541,541.09,1139.72,1139.91,0.18,52.9,5.5,-54.0,-1.9,103.3,-0.0
542,542.05,1142.11,1142.32,0.21,52.4,6.2,-53.8,0.0,100.0,-0.0
543,543.11,1144.75,1144.95,0.21,55.0,6.2,-53.6,-0.9,103.3,-0.0
544,544.09,1147.25,1147.40,0.15,56.0,4.4,-53.4,0.0,105.0,-0.0
545,545.05,1149.76,1149.81,0.06,47.5,1.8,-53.3,-1.0,100.0,-0.0
546,546.10,1152.43,1152.44,0.01,43.3,0.4,-53.3,-3.8,100.0,-0.0
547,547.07,1154.92,1154.86,-0.06,38.5,-1.8,-53.3,-4.7,98.3,-0.0
548,548.04,1157.43,1157.29,-0.15,43.4,-4.4,-53.4,-3.8,105.0,-0.0
549,549.09,1160.12,1159.91,-0.22,37.4,-6.6,-53.6,-5.7,103.3,-0.0
550,550.05,1162.57,1162.32,-0.26,38.4,-7.7,-53.9,0.0,100.0,-0.0
551,551.11,1165.22,1164.95,-0.27,41.1,-8.1,-54.1,0.0,103.3,-0.0
552,552.08,1167.61,1167.39,-0.22,46.8,-6.6,-54.4,2.8,105.0,-0.0
553,553.05,1170.00,1169.80,-0.20,41.7,-5.9,-54.6,3.8,98.3,-0.0
554,554.10,1172.63,1172.43,-0.20,41.2,-5.9,-54.8,1.9,100.0,-0.0
555,555.08,1174.99,1174.88,-0.11,43.6,-3.3,-55.0,1.9,100.0,-0.0
556,556.05,1177.44,1177.31,-0.13,35.5,-4.0,-55.1,-3.8,98.3,-0.0
557,557.11,1180.02,1179.96,-0.06,42.1,-1.8,-55.1,-0.9,100.0,-0.0
558,558.08,1182.43,1182.39,-0.05,41.7,-1.5,-55.2,0.0,98.3,-0.0
559,559.06,1184.88,1184.83,-0.05,43.5,-1.5,-55.2,1.9,98.3,-0.0
560,560.11,1187.51,1187.46,-0.05,49.2,-1.5,-55.3,0.9,105.0,-0.0
561,561.09,1189.98,1189.91,-0.07,44.6,-2.2,-55.3,-2.8,105.0,-0.0
562,562.07,1192.37,1192.35,-0.02,47.0,-0.7,-55.4,-1.9,105.0,-0.0
563,563.04,1194.82,1194.80,-0.02,48.9,-0.7,-55.4,0.0,105.0,-0.0
564,564.10,1197.45,1197.43,-0.02,39.4,-0.7,-55.4,-2.8,98.3,-0.0
565,565.08,1199.85,1199.88,0.02,46.5,0.7,-55.4,2.8,98.3,-0.0
566,566.04,1202.28,1202.29,0.01,44.3,0.4,-55.4,0.9,98.3,-0.0
567,567.09,1204.91,1204.91,0.00,42.0,0.0,-55.3,-0.9,98.3,-0.0
568,568.05,1207.26,1207.32,0.06,47.7,1.8,-55.3,2.9,98.3,-0.0
569,569.11,1209.89,1209.96,0.07,51.2,2.2,-55.2,0.9,103.3,-0.0
570,570.08,1212.29,1212.38,0.09,43.8,2.6,-55.2,-1.9,98.3,-0.0
571,571.04,1214.65,1214.79,0.15,52.2,4.4,-55.0,2.9,100.0,-0.0
572,572.09,1217.29,1217.41,0.12,45.2,3.7,-54.9,-1.9,98.3,-0.0
573,573.06,1219.65,1219.83,0.17,56.6,5.1,-54.8,2.9,103.3,-0.0
574,574.11,1222.33,1222.46,0.13,44.7,4.0,-54.6,-4.7,100.0,-0.0
575,575.09,1224.79,1224.91,0.12,41.9,3.7,-54.4,-5.6,98.3,-0.0
576,576.05,1227.14,1227.32,0.18,54.0,5.5,-54.3,2.9,100.0,-0.0
577,577.11,1229.82,1229.96,0.13,50.4,4.0,-54.2,-2.8,103.3,-0.0
578,578.07,1232.24,1232.37,0.13,41.9,4.0,-54.0,-4.7,96.7,-0.0
579,579.04,1234.64,1234.79,0.15,48.8,4.4,-53.9,0.0,98.3,-0.0
580,580.09,1237.28,1237.41,0.12,49.0,3.7,-53.8,-0.9,100.0,-0.0
581,581.06,1239.71,1239.83,0.12,49.1,3.7,-53.6,-1.0,100.0,-0.0
582,582.10,1242.35,1242.45,0.10,48.7,2.9,-53.5,0.9,98.3,-0.0
583,583.08,1244.81,1244.89,0.07,52.1,2.2,-53.4,0.0,103.3,-0.0
584,584.05,1247.28,1247.32,0.05,48.6,1.5,-53.4,-2.8,103.3,-0.0
585,585.11,1249.96,1249.97,0.01,47.8,0.4,-53.3,-0.9,101.7,-0.0
586,586.08,1252.40,1252.40,0.00,49.8,0.0,-53.3,-1.9,105.0,-0.0
587,587.07,1254.91,1254.85,-0.06,41.2,-1.8,-53.4,-1.9,98.3,-0.0
588,588.04,1257.36,1257.28,-0.07,47.4,-2.2,-53.5,-1.9,105.0,-0.0
589,589.10,1260.05,1259.93,-0.12,37.3,-3.7,-53.6,-3.8,98.3,-0.0
590,590.07,1262.48,1262.36,-0.12,42.7,-3.7,-53.7,0.0,100.0,-0.0
591,591.05,1264.87,1264.80,-0.07,48.5,-2.2,-53.8,2.8,101.7,-0.0
592,592.09,1267.53,1267.42,-0.11,39.3,-3.3,-53.8,-1.9,98.3,-0.0
593,593.07,1269.93,1269.87,-0.06,45.2,-1.8,-53.9,0.9,100.0,-0.0
594,594.04,1272.38,1272.30,-0.09,44.4,-2.6,-54.0,0.9,100.0,-0.0
595,595.11,1275.00,1274.95,-0.05,53.2,-1.5,-54.1,3.8,105.0,-0.0
596,596.08,1277.43,1277.38,-0.05,43.7,-1.5,-54.2,0.9,98.3,-0.0
597,597.06,1279.93,1279.83,-0.10,44.1,-2.9,-54.2,-3.8,105.0,-0.0
598,598.11,1282.51,1282.46,-0.05,41.6,-1.5,-54.3,-0.9,98.3,-0.0
599,599.09,1284.95,1284.91,-0.04,42.0,-1.1,-54.3,-0.9,98.3,-0.0
